City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
266,rio grande,-32.035,-52.0986,13.86,77,100,2.31,BR,1691131575
267,kyshtovka,56.555,76.6271,26.19,62,100,2.29,RU,1691131740
268,niquero,20.0431,-77.5828,26.5,83,0,4.76,CU,1691131741
269,cabedelo,-6.9811,-34.8339,20.37,79,56,4.4,BR,1691131742
270,acajutla,13.5928,-89.8275,26.49,79,100,2.49,SV,1691131742
271,turpan,42.9333,89.1667,42.95,10,1,0.31,CN,1691131742
272,sankheda,22.1667,73.5833,29.88,72,100,7.42,IN,1691131743
273,mili,6.0815,171.735,28.13,78,100,7.14,MH,1691131743
274,prince rupert,54.3161,-130.3201,14.83,93,0,2.57,CA,1691131743
275,druzhba,52.0428,33.9453,25.6,49,15,5.19,UA,1691131744
276,broughton,52.3667,-0.7667,15.01,90,95,2.68,GB,1691131744
277,bodaybo,57.8506,114.1933,27.36,40,100,0.88,RU,1691131744
278,puerto baquerizo moreno,-0.9,-89.6,23.89,84,92,4.1,EC,1691131744
279,kattivakkam,13.2167,80.3167,34.05,59,100,4.33,IN,1691131745
280,fort bragg,35.139,-79.006,23.91,80,100,1.54,US,1691131734
281,kavaratti,10.5669,72.642,28.27,80,15,7.39,IN,1691131665
282,sitka,57.0531,-135.33,16.94,77,20,0.0,US,1691131745
283,morehead city,34.7229,-76.726,28.0,75,100,5.36,US,1691131745
284,pangody,65.85,74.4859,28.41,30,11,6.08,RU,1691131746
285,kalemie,-5.9475,29.1947,24.69,51,21,7.95,CD,1691131746
286,hillsborough,37.5741,-122.3794,16.35,91,100,6.17,US,1691131747
287,dubai,25.2582,55.3047,40.16,56,0,5.14,AE,1691131601
288,ondjiva,-17.0667,15.7333,15.02,41,0,3.09,AO,1691131747
289,kenai,60.5544,-151.2583,15.05,76,100,5.66,US,1691131747
290,ribeira brava,32.65,-17.0667,23.4,87,46,3.51,PT,1691131748
291,guerrero negro,27.9769,-114.0611,20.92,75,2,5.46,MX,1691131748
292,akureyri,65.6835,-18.0878,5.96,93,75,1.03,IS,1691131748
293,cill airne,52.05,-9.5167,12.03,94,40,0.0,IE,1691131748
294,tupancireta,-29.0806,-53.8358,14.92,82,0,2.81,BR,1691131631
295,pyt-yakh,60.7499,72.8582,27.52,49,53,4.36,RU,1691131749
296,ratnagiri,16.9833,73.3,27.8,81,100,7.24,IN,1691131749
297,usogorsk,63.4106,48.6872,26.5,44,21,2.05,RU,1691131750
298,nha trang,12.25,109.1833,37.0,63,100,3.26,VN,1691131646
299,conception bay south,47.4999,-52.9981,13.14,89,1,0.56,CA,1691131637
300,arenapolis,-14.4503,-56.8461,20.86,41,48,1.1,BR,1691131751
301,onega,63.9061,38.1404,24.45,54,48,5.99,RU,1691131515
302,kimbe,-5.5502,150.1429,26.93,73,100,4.29,PG,1691131751
303,nieuw amsterdam,5.8833,-55.0833,26.12,86,10,2.7,SR,1691131752
304,broken hill,-31.95,141.4333,22.42,32,92,8.32,AU,1691131565
305,coruripe,-10.1256,-36.1756,23.15,64,66,2.87,BR,1691131752
306,katiola,8.1333,-5.1,23.35,97,87,2.01,CI,1691131753
307,guiratinga,-16.3494,-53.7583,18.88,39,6,1.5,BR,1691131753
308,mollendo,-17.0231,-72.0147,16.41,84,96,1.73,PE,1691131753
309,mgandu,-5.95,34.1333,19.52,44,39,5.72,TZ,1691131753
310,souillac,-20.5167,57.5167,24.21,73,40,6.69,MU,1691131754
311,road town,18.4167,-64.6167,28.05,72,59,7.16,VG,1691131623
312,quelimane,-17.8786,36.8883,18.97,93,75,1.54,MZ,1691131754
313,vila do maio,15.1333,-23.2167,26.44,81,74,3.21,CV,1691131755
314,ibarreta,-25.2144,-59.8585,20.79,52,0,1.48,AR,1691131755
315,gorontalo,0.5412,123.0595,30.66,65,75,4.39,ID,1691131755
316,kargasok,59.0556,80.8572,28.82,47,69,3.83,RU,1691131755
317,tyukhtet,56.5389,89.3011,28.59,35,87,3.41,RU,1691131756
318,lahat,-3.8,103.5333,32.8,54,89,2.57,ID,1691131756
319,mount pearl,47.5166,-52.7813,12.81,89,0,3.09,CA,1691131628
320,el granada,37.5027,-122.4694,16.69,91,100,6.17,US,1691131757
321,dunedin,-45.8742,170.5036,7.11,86,100,5.36,NZ,1691131757
322,naberezhnyye chelny,55.7561,52.4289,26.49,48,18,2.57,RU,1691131757
323,ventspils,57.3894,21.5606,17.96,100,75,7.72,LV,1691131758
324,nizhniy odes,63.6445,54.856,26.67,49,19,2.38,RU,1691131758
325,yakeshi,49.2833,120.7333,11.01,93,100,7.36,CN,1691131561
326,al khawr,25.6839,51.5058,41.99,18,4,9.96,QA,1691131596
327,dudinka,69.4058,86.1778,22.57,37,17,2.03,RU,1691131493
328,chernyshevskiy,63.0128,112.4714,17.71,63,100,3.59,RU,1691131759
329,hirara,24.8,125.2833,27.15,89,75,14.92,JP,1691131526
330,monrovia,6.3005,-10.7969,23.87,89,100,2.18,LR,1691131485
331,minas de marcona,-15.2119,-75.1103,11.47,86,29,1.65,PE,1691131603
332,bauchi,10.3134,9.8433,23.3,80,43,1.96,NG,1691131760
333,port lincoln,-34.7333,135.8667,12.93,61,48,7.25,AU,1691131760
334,shingu,33.7333,135.9833,29.97,70,6,3.94,JP,1691131761
335,chadron,42.8294,-102.9999,17.82,90,100,3.09,US,1691131761
336,vernon,50.2581,-119.2691,20.89,37,0,3.6,CA,1691131592
337,yuzhno-kurilsk,44.0306,145.8556,20.72,93,89,2.3,RU,1691131761
338,bandarbeyla,9.4942,50.8122,31.04,43,100,15.41,SO,1691131762
339,logan,41.7355,-111.8344,18.47,81,100,1.54,US,1691131640
340,tromso,69.6489,18.9551,17.95,63,0,1.54,NO,1691131762
341,lenggries,47.6833,11.5667,13.61,93,100,1.8,DE,1691131762
342,enewetak,11.3474,162.3373,28.57,77,55,5.54,MH,1691131763
343,komarichi,52.4151,34.7905,24.55,56,4,4.41,RU,1691131763
344,anloga,5.7947,0.8973,24.86,85,100,4.85,GH,1691131764
345,plettenberg bay,-34.0527,23.3716,20.7,44,50,4.22,ZA,1691131764
346,padangsidempuan,1.3667,99.2667,32.47,50,20,2.22,ID,1691131669
347,burutu,5.3509,5.5076,25.57,83,74,2.15,NG,1691131765
348,esmeraldas,-19.7625,-44.3139,16.48,46,0,1.54,BR,1691131766
349,tual,-5.6667,132.75,26.14,84,100,8.14,ID,1691131767
350,bamor kalan,24.9,78.15,25.94,87,100,8.25,IN,1691131767
351,castillos,-34.1667,-53.8333,10.09,65,100,0.93,UY,1691131767
352,thabazimbi,-24.5917,27.4116,13.64,44,0,1.03,ZA,1691131768
353,swift current,50.2834,-107.8014,22.45,53,40,4.63,CA,1691131769
354,vila velha,-20.3297,-40.2925,18.86,92,0,1.03,BR,1691131769
355,haiku-pauwela,20.9219,-156.3051,24.47,74,0,6.17,US,1691131770
356,machico,32.7,-16.7667,23.4,83,40,8.23,PT,1691131770
357,mhamid,29.82,-5.72,33.3,9,0,2.98,MA,1691131771
358,bom jesus,-9.0744,-44.3586,19.84,81,76,0.38,BR,1691131771
359,la tuque,47.4334,-72.7824,16.14,94,100,1.03,CA,1691131772
360,betio village,1.358,172.9211,30.02,69,87,2.2,KI,1691131772
361,likiep,9.8251,169.3107,28.6,77,49,5.87,MH,1691131772
362,chebba,35.2372,11.115,29.64,66,0,2.19,TN,1691131538
363,christchurch,-43.5333,172.6333,8.6,76,98,3.09,NZ,1691131500
364,beira,-19.8436,34.8389,18.05,100,75,3.13,MZ,1691131773
365,lompoc,34.6391,-120.4579,14.45,82,100,9.83,US,1691131773
366,sitangkai,4.6628,119.3928,29.11,75,3,4.89,PH,1691131773
367,dawei,14.0833,98.2,27.87,81,91,3.16,MM,1691131773
368,lhasa,29.65,91.1,20.77,54,92,0.96,CN,1691131543
369,ludington,43.9553,-86.4526,18.94,96,75,0.0,US,1691131774
370,la palma,33.8464,-118.0467,22.73,79,0,1.54,US,1691131774
371,lupane,-18.9315,27.807,15.61,40,4,4.77,ZW,1691131775
372,saynshand,44.8824,110.1163,30.72,23,0,4.21,MN,1691131775
373,kuta,-8.7233,115.1723,27.97,78,40,7.72,ID,1691131775
374,esbjerg,55.4667,8.45,18.22,80,75,6.17,DK,1691131775
375,brush,40.2589,-103.6238,18.89,94,0,4.12,US,1691131776
376,murzuq,25.9155,13.9184,33.14,13,0,3.67,LY,1691131776
377,yelizovo,53.1873,158.3805,20.08,60,75,2.0,RU,1691131776
378,tsiombe,-25.3,45.4833,22.43,42,0,8.7,MG,1691131777
379,ekangala,-25.6962,28.7492,7.94,55,0,1.11,ZA,1691131778
380,maykop,44.6078,40.1058,27.94,46,0,3.33,RU,1691131778
381,kailua-kona,19.6406,-155.9956,26.98,85,20,2.06,US,1691131778
382,knjazevac,43.5648,22.2502,23.79,39,0,0.61,RS,1691131778
383,oranjemund,-28.55,16.4333,13.97,63,0,3.26,NA,1691131779
384,cosenza,39.31,16.2502,30.57,52,0,2.06,IT,1691131779
385,alibag,18.6411,72.8792,30.04,78,99,7.93,IN,1691131780
386,kalabo,-14.97,22.6814,18.12,41,0,4.21,ZM,1691131780
387,hauterive,46.0901,3.4459,14.42,97,100,3.35,FR,1691131780
388,emerald,-23.5333,148.1667,24.63,33,0,4.99,AU,1691131696
389,phan rang-thap cham,11.5667,108.9833,35.11,47,100,8.1,VN,1691131504
390,vikhorevka,56.1201,101.1636,22.77,45,60,1.1,RU,1691131781
391,zdunska wola,51.5992,18.9397,20.4,85,49,5.15,PL,1691131781
392,keflavik,64.0049,-22.5624,10.24,93,75,4.12,IS,1691131782
393,sungailiat,-1.85,106.1333,30.47,64,77,5.87,ID,1691131687
394,radnevo,42.3,25.9333,28.26,34,0,1.99,BG,1691131782
395,trairi,-3.2778,-39.2689,24.34,84,7,4.9,BR,1691131783
396,bac ninh,21.1833,106.05,26.05,80,100,4.04,VN,1691131696
397,champerico,14.3,-91.9167,26.97,79,99,1.4,GT,1691131783
398,adrar,27.8743,-0.2939,33.14,11,0,3.6,DZ,1691131783
399,mumford,5.2618,-0.759,23.69,88,100,2.81,GH,1691131783
400,sao jose da laje,-9.0097,-36.0583,18.06,88,25,1.15,BR,1691131784
401,kargil,34.5667,76.1,22.36,31,13,0.69,IN,1691131784
402,praia da vitoria,38.7333,-27.0667,22.14,78,20,4.83,PT,1691131784
403,birao,10.2849,22.7882,22.65,93,100,2.54,CF,1691131785
404,uliastay,47.7417,96.8444,22.47,43,90,3.59,MN,1691131785
405,spring creek,40.7266,-115.5859,15.17,74,79,1.93,US,1691131785
406,jayapura,-2.5333,140.7,25.66,93,99,5.62,ID,1691131786
407,svetlyy,54.675,20.1347,19.03,76,100,7.32,RU,1691131787
408,valparaiso,-33.0393,-71.6273,15.0,66,100,1.54,CL,1691131787
409,charters towers,-20.1,146.2667,24.88,32,7,7.13,AU,1691131787
410,la maddalena,41.2142,9.4083,27.09,64,88,10.77,IT,1691131787
411,kruisfontein,-34.0033,24.7314,17.42,44,100,5.7,ZA,1691131788
412,abadan,30.3392,48.3043,40.97,13,0,6.17,IR,1691131589
413,inirida,3.8653,-67.9239,23.18,97,93,0.49,CO,1691131788
414,jolo,6.05,121.0167,30.97,61,75,1.44,PH,1691131788
415,northam,51.0333,-4.2167,15.37,86,96,6.82,GB,1691131789
416,patong,12.3364,125.2852,33.23,51,95,1.25,PH,1691131789
417,akrehamn,59.2667,5.1833,15.14,72,100,9.26,NO,1691131790
418,durres,41.3231,19.4414,26.1,68,0,0.75,AL,1691131790
419,suva,-18.1416,178.4415,22.71,73,75,4.12,FJ,1691131575
420,mercedes,-34.6515,-59.4307,7.7,80,77,1.15,AR,1691131791
421,waingapu,-9.6567,120.2641,29.0,59,91,7.63,ID,1691131690
422,alenquer,-1.9417,-54.7383,22.92,73,0,0.57,BR,1691131791
423,paramonga,-10.6667,-77.8333,18.36,83,48,3.16,PE,1691131792
424,san agustin de valle fertil,-30.6335,-67.4682,10.71,65,5,0.56,AR,1691131792
425,makurdi,7.7411,8.5121,24.05,90,99,2.35,NG,1691131792
426,bamboo flat,11.7,92.7167,30.05,74,75,6.17,IN,1691131792
427,ingeniero jacobacci,-41.3427,-69.5448,0.62,52,0,3.46,AR,1691131793
428,guiuan,11.0333,125.7247,29.51,76,12,4.77,PH,1691131793
429,lata,40.1629,-8.3327,13.37,60,0,2.74,PT,1691131793
430,las heras,-46.5419,-68.9359,4.57,54,0,13.11,AR,1691131793
431,behshahr,36.6923,53.5526,30.97,56,83,3.93,IR,1691131710
432,pimentel,-6.8367,-79.9342,22.16,83,100,3.6,PE,1691131603
433,gamboula,4.1178,15.1393,21.55,96,100,0.84,CF,1691131794
434,saint-philippe,-21.3585,55.7679,22.77,85,92,8.56,RE,1691131794
435,centerport,40.8854,-73.3762,22.81,75,100,5.66,US,1691131795
436,afif,23.9065,42.9172,37.55,10,8,6.61,SA,1691131528
437,touros,-5.1989,-35.4608,21.55,84,6,5.68,BR,1691131796
438,varkaus,62.3333,27.8667,21.22,78,89,4.35,FI,1691131796
439,naze,28.3667,129.4833,28.51,89,100,9.83,JP,1691131607
440,sainte-anne-des-monts,49.124,-66.4924,18.93,68,98,5.66,CA,1691131796
441,iskateley,67.6803,53.1512,27.78,44,7,2.68,RU,1691131796
442,samfya,-11.3649,29.5565,17.68,50,0,4.87,ZM,1691131797
443,el paso,31.7587,-106.4869,31.4,36,20,3.09,US,1691131797
444,saint-francois,46.4154,3.9054,14.69,94,100,5.14,FR,1691131797
445,sao joao do piaui,-8.3581,-42.2467,23.22,70,0,3.26,BR,1691131797
446,annau,37.8876,58.516,34.72,36,0,7.2,TM,1691131712
447,mo i rana,66.3128,14.1428,15.18,83,75,2.24,NO,1691131798
448,utrik,11.2278,169.8474,28.62,78,76,5.29,MH,1691131798
449,rongelap,11.1635,166.8941,27.77,79,100,2.94,MH,1691131798
450,hotan,37.0997,79.9269,33.57,17,6,2.67,CN,1691131799
451,port blair,11.6667,92.75,30.02,74,75,6.17,IN,1691131799
452,kingscliff,-28.2667,153.5667,20.41,72,100,5.14,AU,1691131799
453,tralee,52.2704,-9.7026,12.14,94,40,0.0,IE,1691131799
454,lebork,54.5392,17.7501,19.75,84,98,5.73,PL,1691131800
455,at taj,24.2049,23.2857,36.26,14,0,7.16,LY,1691131800
456,taksimo,56.3444,114.8794,26.23,36,96,1.5,RU,1691131800
457,holualoa,19.6228,-155.9522,24.91,85,20,2.06,US,1691131801
458,katsuura,35.1333,140.3,29.16,75,9,8.07,JP,1691131619
459,mazyr,52.0495,29.2456,23.06,58,6,2.58,BY,1691131801
460,arraial do cabo,-22.9661,-42.0278,20.56,92,0,6.86,BR,1691131512
461,sinop,41.7711,34.8709,22.24,41,0,2.38,TR,1691131737
462,hithadhoo,-0.6,73.0833,28.05,76,20,5.12,MV,1691131802
463,changping,40.2186,116.2197,34.8,49,100,1.91,CN,1691131582
464,arica,-18.475,-70.3042,18.13,68,100,1.54,CL,1691131803
465,morrilton,35.1509,-92.744,29.26,64,100,0.73,US,1691131803
466,bakori,11.5544,7.4243,22.92,85,41,4.7,NG,1691131804
467,vetluga,57.8557,45.781,25.59,56,1,2.16,RU,1691131804
468,jalai nur,49.45,117.7,12.11,93,100,6.77,CN,1691131762
469,ad dabbah,18.05,30.95,34.54,36,13,8.31,SD,1691131804
470,lorengau,-2.0226,147.2712,27.92,80,77,5.3,PG,1691131805
471,roccella ionica,38.322,16.4009,29.25,47,0,0.61,IT,1691131805
472,bandar abbas,27.1865,56.2808,36.99,56,0,5.14,IR,1691131805
473,lamu,-2.2717,40.902,27.12,72,75,7.88,KE,1691131806
474,katabu,-4.9333,122.5167,30.25,54,80,4.66,ID,1691131806
475,al bawiti,28.3492,28.8659,31.45,23,0,2.65,EG,1691131556
476,acarau,-2.8856,-40.12,24.38,88,3,5.62,BR,1691131807
477,banyo,6.75,11.8167,19.74,92,30,0.28,CM,1691131808
478,wuchang,44.9143,127.15,26.05,95,100,4.85,CN,1691131553
479,mana,5.6592,-53.7767,24.25,93,14,2.65,GF,1691131808
480,papao,-17.75,-149.55,24.82,76,100,5.88,PF,1691131809
481,rawson,-43.3002,-65.1023,8.5,42,10,14.84,AR,1691131809
482,zunyi,27.6867,106.9072,28.65,69,56,1.19,CN,1691131799
483,altai,46.3722,96.2583,21.65,34,66,5.66,MN,1691131607
484,kertih,4.5141,103.4483,30.86,67,60,5.15,MY,1691131810
485,galax,36.6612,-80.924,19.64,99,100,0.0,US,1691131810
486,lensk,60.7253,114.9278,27.77,33,100,1.68,RU,1691131810
487,skagen,57.7209,10.5839,16.76,81,0,4.93,DK,1691131811
488,mudgee,-32.5943,149.5871,17.57,57,59,2.05,AU,1691131754
489,taroa,8.7058,171.2275,28.3,80,100,6.52,MH,1691131811
490,victoria falls,-17.9235,25.843,17.04,42,0,4.29,ZW,1691131811
491,baker city,44.7749,-117.8344,20.66,75,0,3.6,US,1691131812
492,joanopolis,-22.9303,-46.2756,11.85,70,0,1.38,BR,1691131812
493,tianpeng,30.9866,103.9393,31.78,61,43,2.05,CN,1691131812
494,minbu,20.1833,94.8833,30.38,66,94,3.67,MM,1691131813
495,iquique,-20.2208,-70.1431,18.02,80,44,0.52,CL,1691131813
496,sao lourenco do sul,-31.3653,-51.9783,13.31,80,100,1.55,BR,1691131601
497,la foa,-21.7108,165.8276,19.35,77,100,3.5,NC,1691131814
498,namibe,-15.1961,12.1522,19.8,73,1,2.97,AO,1691131526
499,kununurra,-15.7667,128.7333,32.99,29,75,3.09,AU,1691131815
500,rio de janeiro,-22.9028,-43.2075,20.98,83,40,3.09,BR,1691131816
501,montecristo,8.2971,-74.4733,23.76,98,83,1.02,CO,1691131816
502,margate,51.3813,1.3862,16.61,86,100,2.68,GB,1691131816
503,harstad,68.799,16.5293,15.69,98,100,4.92,NO,1691131817
504,chrysoupolis,40.9856,24.6939,30.49,58,0,1.54,GR,1691131817
505,kamaishi,39.2667,141.8833,29.8,66,13,3.79,JP,1691131817
506,bel ombre,-4.6167,55.4167,27.91,74,40,8.23,SC,1691131817
507,ixtapa,20.7,-105.2,25.13,91,100,0.45,MX,1691131817
508,vilyuysk,63.7553,121.6247,26.23,28,100,4.31,RU,1691131818
509,kolonia,6.964,158.2062,32.0,66,75,1.54,FM,1691131818
510,edna,28.9786,-96.6461,29.93,89,57,3.36,US,1691131818
511,hede,33.7681,120.2517,31.24,66,0,3.32,CN,1691131818
512,missoula,46.8722,-113.994,24.0,42,0,2.57,US,1691131637
513,arris,35.2588,6.3471,28.97,27,0,2.54,DZ,1691131568
514,zitlaltepec,19.2069,-97.9083,11.38,93,98,1.52,MX,1691131820
515,kalmunai,7.4167,81.8167,33.18,51,20,5.15,LK,1691131820
516,sabang,5.8933,95.3214,28.29,76,24,8.39,ID,1691131820
517,ambalavao,-21.8333,46.9333,13.87,74,80,4.09,MG,1691131820
518,severodvinsk,64.5635,39.8302,23.1,62,41,5.43,RU,1691131821
519,imbituba,-28.24,-48.6703,20.48,93,59,1.26,BR,1691131613
520,kodinsk,58.6881,99.1844,16.22,88,100,3.99,RU,1691131821
521,krasnapollye,53.3337,31.4014,22.97,66,8,3.13,BY,1691131821
522,volda,62.1476,6.0741,14.27,94,75,3.09,NO,1691131822
523,cold lake,54.4502,-110.2017,13.97,88,0,2.57,CA,1691131822
524,nadym,65.5333,72.5167,29.54,38,12,5.99,RU,1691131822
525,berezovo,63.9381,65.0419,29.49,38,19,4.38,RU,1691131822
526,riohacha,11.5444,-72.9072,26.94,82,7,3.96,CO,1691131823
527,i-n-salah,27.1935,2.4607,36.19,13,0,3.49,DZ,1691131823
528,paita,-5.0892,-81.1144,21.27,84,10,5.35,PE,1691131824
529,farafangana,-22.8167,47.8333,20.6,68,100,4.45,MG,1691131824
530,luderitz,-26.6481,15.1594,12.45,84,67,3.35,NA,1691131808
531,griffith,41.5284,-87.4237,24.47,89,0,1.54,US,1691131824
532,barkhan,29.8977,69.5256,34.65,31,0,0.87,PK,1691131824
533,aripuana,-9.1667,-60.6333,24.68,49,100,0.47,BR,1691131584
534,gornopravdinsk,60.05,69.9,25.35,61,97,3.63,RU,1691131825
